Ind1,HapIndex1,Ind2,HapIndex2,Scaffold,IBDStart,IBDEnd,Lod,IBDlen,pw_dist
CB327,2,CB479,1,3,7.935,8.216,5.53,0.281,6583.211084986342
CB327,1,CB479,2,6,6.717,8.187,3.49,1.47,6583.211084986342
CB327,1,CB479,2,7,14.848,14.972,3.02,0.124,6583.211084986342
CB328,2,CB329,1,1,7.738,42.157,5.32,34.419,41.134804535201276
CB328,2,CB329,1,2,16.218,17.68,6.21,1.462,41.134804535201276
CB328,2,CB329,1,2,56.772,57.61,3.4,0.838,41.134804535201276
CB328,2,CB329,2,2,59.948,60.495,3.18,0.547,41.134804535201276
CB328,2,CB329,1,2,64.231,66.286,6.96,2.055,41.134804535201276
CB328,2,CB329,1,2,75.936,77.355,4.18,1.419,41.134804535201276
CB328,2,CB329,1,2,93.67,99.625,9.69,5.955,41.134804535201276
CB328,1,CB329,1,3,39.947,79.545,3.95,39.598,41.134804535201276
CB328,2,CB329,1,3,106.377,175.699,3.11,69.322,41.134804535201276
CB328,1,CB329,2,5,12.873,196.816,3.7,183.943,41.134804535201276
CB328,2,CB329,2,6,24.697,72.416,6.24,47.719,41.134804535201276
CB328,1,CB329,2,7,2.96,26.046,9.36,23.086,41.134804535201276
CB328,1,CB329,1,7,40.175,50.569,4.45,10.394,41.134804535201276
CB328,2,CB329,1,7,96.018,96.231,3.74,0.213,41.134804535201276
CB328,2,CB333,2,1,7.922,44.333,3.73,36.411,153.93395951260473
CB328,2,CB333,2,2,0.051,2.893,3.06,2.842,153.93395951260473
CB328,2,CB333,2,3,98.368,99.627,5.19,1.259,153.93395951260473
CB328,2,CB333,1,3,106.377,107.034,3.97,0.657,153.93395951260473
CB328,2,CB333,2,3,122.029,127.423,9.19,5.394,153.93395951260473
CB328,2,CB333,2,5,0.059,0.578,3.87,0.519,153.93395951260473
CB328,1,CB333,2,5,201.995,203.595,3.1,1.6,153.93395951260473
CB328,2,CB333,2,7,93.585,94.074,5.04,0.489,153.93395951260473
CB328,2,CB335,1,1,7.628,25.85,3.52,18.222,157.2084272003061
CB328,1,CB335,2,1,43.423,44.333,3.23,0.91,157.2084272003061
CB328,2,CB335,1,2,5.105,6.696,6.34,1.591,157.2084272003061
CB328,2,CB335,1,2,17.679,49.366,4.31,31.687,157.2084272003061
CB328,1,CB335,1,2,70.595,80.429,5.31,9.834,157.2084272003061
CB328,2,CB335,1,2,112.292,116.083,7.84,3.791,157.2084272003061
CB328,2,CB335,1,3,8.222,109.695,6.64,101.473,157.2084272003061
CB328,2,CB335,1,3,149.752,150.533,3.55,0.781,157.2084272003061
CB328,1,CB335,1,4,20.788,85.132,5.02,64.344,157.2084272003061
CB328,2,CB335,1,5,71.797,96.217,4.31,24.42,157.2084272003061
CB328,2,CB335,1,6,2.781,25.55,3.29,22.769,157.2084272003061
CB328,1,CB335,2,7,1.063,41.794,3.04,40.731,157.2084272003061
CB328,2,CB335,1,7,73.904,75.076,3.77,1.172,157.2084272003061
CB328,1,CB336,1,1,3.393,7.893,12.76,4.5,209.7095382407173
CB328,1,CB336,1,1,18.417,38.987,4.71,20.57,209.7095382407173
CB328,1,CB336,1,2,5.557,6.467,3.75,0.91,209.7095382407173
CB328,2,CB336,2,2,48.344,72.388,3.28,24.044,209.7095382407173
CB328,1,CB336,1,3,0.233,13.827,3.37,13.594,209.7095382407173
CB328,1,CB336,1,3,31.307,32.316,5.61,1.009,209.7095382407173
CB328,1,CB336,1,3,34.071,35.374,5.77,1.303,209.7095382407173
CB328,2,CB336,2,3,94.933,119.692,10.13,24.759,209.7095382407173
CB328,2,CB336,2,3,141.169,143.063,3.23,1.894,209.7095382407173
CB328,1,CB336,2,3,157.107,186.283,5.67,29.176,209.7095382407173
CB328,1,CB336,1,4,89.613,97.817,3.6,8.204,209.7095382407173
CB328,2,CB336,2,5,4.081,6.04,3.36,1.959,209.7095382407173
CB328,1,CB336,2,5,66.777,67.756,4.2,0.979,209.7095382407173
CB328,1,CB336,1,5,71.915,75.562,5.39,3.647,209.7095382407173
CB328,1,CB336,1,5,79.77,81.075,3.52,1.305,209.7095382407173
CB328,1,CB336,1,5,91.284,94.546,6.31,3.262,209.7095382407173
CB328,2,CB336,2,5,147.921,184.124,3.81,36.203,209.7095382407173
CB328,1,CB336,1,6,29.994,30.215,3.52,0.221,209.7095382407173
CB328,1,CB336,1,6,34.688,35.463,7.93,0.775,209.7095382407173
CB328,1,CB336,1,6,42.835,45.209,4.69,2.374,209.7095382407173
CB328,1,CB336,1,6,48.281,48.847,9.5,0.566,209.7095382407173
CB328,1,CB336,1,6,72.891,81.775,4.9,8.884,209.7095382407173
CB328,2,CB336,2,7,8.917,64.882,3.99,55.965,209.7095382407173
CB328,2,CB337,1,1,16.919,27.756,3.39,10.837,437.58334973258036
CB328,2,CB337,2,1,39.886,41.058,3.32,1.172,437.58334973258036
CB328,1,CB337,2,2,34.591,46.629,8.01,12.038,437.58334973258036
CB328,2,CB337,2,3,82.566,84.935,3.71,2.369,437.58334973258036
CB328,1,CB337,2,3,94.11,96.424,11.96,2.314,437.58334973258036
CB328,1,CB337,2,3,100.154,100.485,5.61,0.331,437.58334973258036
CB328,1,CB337,2,4,-0.023,0.525,6.48,0.548,437.58334973258036
CB328,1,CB337,2,5,84.118,160.58,4.29,76.462,437.58334973258036
CB328,1,CB337,2,6,15.755,78.766,9.62,63.011,437.58334973258036
CB328,1,CB337,2,7,13.041,50.569,3.47,37.528,437.58334973258036
CB328,1,CB338,1,1,7.942,35.667,3.83,27.725,461.05153613768954
CB328,2,CB338,2,2,1.567,68.961,4.86,67.394,461.05153613768954
CB328,1,CB338,2,3,7.337,8.003,7.75,0.666,461.05153613768954
CB328,2,CB338,1,3,79.639,97.533,4.16,17.894,461.05153613768954
CB328,2,CB338,2,3,172.316,184.377,3.17,12.061,461.05153613768954
CB328,2,CB338,1,4,20.788,38.136,4.0,17.348,461.05153613768954
CB328,1,CB338,1,5,71.811,204.422,5.38,132.611,461.05153613768954
CB328,2,CB338,2,6,69.176,70.621,5.81,1.445,461.05153613768954
CB328,1,CB338,1,6,76.303,79.495,3.55,3.192,461.05153613768954
CB328,1,CB338,1,7,68.697,68.945,3.71,0.248,461.05153613768954
CB328,1,CB339,2,3,7.202,186.283,14.9,179.081,560.7249938648373
CB328,1,CB339,2,4,9.365,10.4,5.06,1.035,560.7249938648373
CB328,1,CB339,1,4,23.647,23.892,3.76,0.245,560.7249938648373
CB328,1,CB339,1,6,8.955,25.55,3.25,16.595,560.7249938648373
CB328,1,CB340,2,1,10.205,26.271,3.24,16.066,747.864970243305
CB328,2,CB340,2,1,45.253,45.602,7.52,0.349,747.864970243305
CB328,1,CB340,2,2,4.425,4.848,3.0,0.423,747.864970243305
CB328,1,CB340,2,2,43.275,48.214,4.97,4.939,747.864970243305
CB328,1,CB340,2,3,16.343,97.714,3.04,81.371,747.864970243305
CB328,2,CB340,1,4,15.39,15.792,4.26,0.402,747.864970243305
CB328,2,CB340,1,5,31.561,32.642,5.42,1.081,747.864970243305
CB328,2,CB340,1,6,2.739,15.859,4.12,13.12,747.864970243305
CB328,1,CB340,2,6,51.898,52.4,3.26,0.502,747.864970243305
CB328,1,CB340,2,7,9.893,46.267,3.28,36.374,747.864970243305
CB328,1,CB341,1,1,36.099,45.042,5.8,8.943,762.2475502732609
CB328,1,CB341,2,3,141.327,144.544,4.1,3.217,762.2475502732609
CB328,1,CB341,2,4,22.481,27.067,3.36,4.586,762.2475502732609
CB328,1,CB341,1,4,95.752,97.093,3.01,1.341,762.2475502732609
CB328,2,CB341,1,5,84.278,85.623,3.28,1.345,762.2475502732609
CB328,2,CB341,1,7,6.629,8.008,3.17,1.379,762.2475502732609
CB328,1,CB342,2,1,16.919,17.768,3.99,0.849,707.2623082365131
CB328,1,CB342,2,1,36.628,40.579,3.06,3.951,707.2623082365131
CB328,1,CB342,2,2,33.969,35.081,3.48,1.112,707.2623082365131
CB328,1,CB342,2,2,57.595,58.0,10.6,0.405,707.2623082365131
CB328,2,CB342,2,3,80.072,82.382,4.01,2.31,707.2623082365131
CB328,1,CB342,2,3,97.767,98.302,4.53,0.535,707.2623082365131
CB328,2,CB342,2,4,90.058,91.267,3.54,1.209,707.2623082365131
CB328,1,CB342,2,5,160.204,160.58,3.7,0.376,707.2623082365131
CB328,2,CB342,1,6,45.485,46.192,3.58,0.707,707.2623082365131
CB328,2,CB342,1,7,31.768,53.19,3.22,21.422,707.2623082365131
CB328,1,CB345,2,1,7.776,11.094,3.05,3.318,981.4861077572978
CB328,2,CB345,2,3,153.28,154.865,3.16,1.585,981.4861077572978
CB328,1,CB345,1,4,24.2,25.069,4.48,0.869,981.4861077572978
CB328,2,CB345,2,4,104.164,104.249,6.82,0.085,981.4861077572978
CB328,2,CB345,2,5,34.388,175.591,6.79,141.203,981.4861077572978
CB328,2,CB345,2,7,68.894,71.081,5.46,2.187,981.4861077572978
CB328,2,CB347,2,1,7.643,7.933,3.04,0.29,872.1048883405298
CB328,2,CB347,1,3,12.83,13.827,3.3,0.997,872.1048883405298
CB328,2,CB347,1,4,86.435,87.694,3.81,1.259,872.1048883405298
CB328,2,CB347,1,6,76.768,77.361,3.21,0.593,872.1048883405298
CB328,1,CB347,1,7,54.516,55.208,5.71,0.692,872.1048883405298
CB328,1,CB350,1,5,79.022,79.795,4.51,0.773,798.5594940845365
CB328,1,CB350,1,6,76.768,77.361,3.21,0.593,798.5594940845365
CB328,1,CB350,1,7,70.948,73.774,3.04,2.826,798.5594940845365
CB328,2,CB351,2,1,22.235,22.345,5.1,0.11,741.5791154649984
CB328,1,CB351,1,2,33.969,35.926,12.58,1.957,741.5791154649984
CB328,2,CB351,2,3,97.954,98.407,3.97,0.453,741.5791154649984
CB328,2,CB351,1,4,83.045,83.183,3.18,0.138,741.5791154649984
CB328,1,CB351,2,7,44.756,46.079,4.25,1.323,741.5791154649984
CB328,2,CB352,2,1,16.851,17.768,3.46,0.917,704.3670577956165
CB328,1,CB352,1,3,7.851,82.121,3.2,74.27,704.3670577956165
CB328,1,CB352,2,5,197.851,199.095,3.05,1.244,704.3670577956165
CB328,2,CB352,2,7,27.401,55.522,3.89,28.121,704.3670577956165
CB328,1,CB353,2,1,11.566,11.885,3.19,0.319,643.5188405233216
CB328,2,CB353,1,1,19.341,19.514,4.14,0.173,643.5188405233216
CB328,2,CB353,1,4,-0.023,38.136,4.8,38.159,643.5188405233216
CB328,2,CB353,1,4,115.804,116.345,4.67,0.541,643.5188405233216
CB328,2,CB353,1,5,20.01,26.213,3.24,6.203,643.5188405233216
CB328,2,CB353,1,6,27.763,29.175,3.67,1.412,643.5188405233216
CB328,1,CB353,2,7,22.824,23.871,5.15,1.047,643.5188405233216
CB328,2,CB355,2,1,10.965,11.458,3.59,0.493,937.9864203731131
CB328,2,CB355,2,2,56.508,57.117,4.33,0.609,937.9864203731131
CB328,1,CB355,1,3,102.627,104.029,6.16,1.402,937.9864203731131
CB328,1,CB355,1,5,63.367,64.678,5.51,1.311,937.9864203731131
CB328,1,CB355,1,7,4.92,29.97,6.36,25.05,937.9864203731131
CB328,1,CB355,2,7,44.756,46.4,5.86,1.644,937.9864203731131
CB328,2,CB357,2,3,101.738,120.313,3.0,18.575,1183.9326428887787
CB328,1,CB357,2,3,138.503,142.3,3.89,3.797,1183.9326428887787
CB328,2,CB357,1,6,32.13,32.582,4.27,0.452,1183.9326428887787
CB328,2,CB357,1,6,76.418,77.125,3.59,0.707,1183.9326428887787
CB328,1,CB358,2,1,17.948,28.1,4.16,10.152,1067.8243367630569
CB328,1,CB362,2,1,22.258,22.397,3.03,0.139,1080.4942378366418
CB328,1,CB362,1,2,48.534,48.772,3.02,0.238,1080.4942378366418
CB328,2,CB362,1,4,102.904,104.16,5.18,1.256,1080.4942378366418
CB328,2,CB363,2,1,45.253,45.438,5.41,0.185,1155.444583667828
CB328,1,CB363,2,4,20.788,97.562,4.71,76.774,1155.444583667828
CB328,2,CB363,1,5,65.989,66.164,3.04,0.175,1155.444583667828
CB328,1,CB363,1,6,23.839,24.63,10.82,0.791,1155.444583667828
CB328,1,CB363,2,6,29.927,30.207,5.96,0.28,1155.444583667828
CB328,1,CB363,2,7,58.922,60.211,3.14,1.289,1155.444583667828
CB328,2,CB364,1,7,43.749,44.755,4.3,1.006,1169.3521125352806
CB328,2,CB367,2,1,7.841,7.891,3.84,0.05,1473.750928358349
CB328,2,CB367,2,5,203.544,208.326,9.63,4.782,1473.750928358349
CB328,2,CB367,2,7,64.314,66.202,3.44,1.888,1473.750928358349
CB328,2,CB369,2,1,24.309,25.357,4.61,1.048,1487.2790021072963
CB328,1,CB370,1,1,24.309,24.616,4.45,0.307,1657.0137328209548
CB328,2,CB371,2,3,12.83,13.107,3.29,0.277,1779.8071995965004
CB328,1,CB371,1,6,17.705,34.686,3.12,16.981,1779.8071995965004
CB328,1,CB371,2,7,8.083,9.395,4.98,1.312,1779.8071995965004
CB328,2,CB373,1,2,7.495,7.974,3.05,0.479,1957.3946044993056
CB328,2,CB373,1,2,48.322,54.611,3.14,6.289,1957.3946044993056
CB328,2,CB373,1,3,184.588,186.216,3.07,1.628,1957.3946044993056
CB328,2,CB373,2,5,153.211,155.657,4.84,2.446,1957.3946044993056
CB328,2,CB374,2,3,80.072,83.671,4.89,3.599,1925.36285709064
CB328,2,CB375,2,2,47.618,48.272,3.51,0.654,1653.3375520564314
CB328,1,CB376,2,1,3.136,23.761,6.52,20.625,253.32623680521135
CB328,2,CB376,2,1,45.253,46.255,19.12,1.002,253.32623680521135
CB328,1,CB376,2,2,-0.035,19.599,4.63,19.634,253.32623680521135
CB328,1,CB376,2,2,44.897,88.171,3.29,43.274,253.32623680521135
CB328,1,CB376,1,3,7.154,37.144,3.18,29.99,253.32623680521135
CB328,1,CB376,2,3,78.641,79.545,3.18,0.904,253.32623680521135
CB328,1,CB376,1,3,92.172,92.222,8.9,0.05,253.32623680521135
CB328,1,CB376,1,3,94.882,96.452,11.16,1.57,253.32623680521135
CB328,1,CB376,1,3,162.248,171.757,22.38,9.509,253.32623680521135
CB328,1,CB376,2,4,13.558,17.373,11.93,3.815,253.32623680521135
CB328,1,CB376,2,4,97.961,100.133,4.56,2.172,253.32623680521135
CB328,1,CB376,1,5,24.395,27.526,4.19,3.131,253.32623680521135
CB328,1,CB376,2,5,53.484,160.51,3.2,107.026,253.32623680521135
CB328,1,CB376,1,5,170.793,175.003,16.44,4.21,253.32623680521135
CB328,1,CB376,1,5,199.248,200.674,9.47,1.426,253.32623680521135
CB328,1,CB376,1,6,29.976,53.68,3.68,23.704,253.32623680521135
CB328,1,CB376,2,7,3.302,4.312,4.65,1.01,253.32623680521135
CB328,1,CB376,1,7,11.08,11.9,4.14,0.82,253.32623680521135
CB328,1,CB376,1,7,34.792,36.563,14.09,1.771,253.32623680521135
CB328,1,CB376,1,7,48.036,63.978,4.35,15.942,253.32623680521135
CB328,1,CB377,2,1,7.683,7.733,4.6,0.05,339.8790575367024
CB328,2,CB377,2,1,19.341,19.514,3.21,0.173,339.8790575367024
CB328,1,CB377,1,1,22.235,22.397,3.11,0.162,339.8790575367024
CB328,1,CB377,1,1,44.897,45.042,3.51,0.145,339.8790575367024
CB328,2,CB377,1,2,23.846,27.036,4.62,3.19,339.8790575367024
CB328,2,CB377,2,3,13.12,13.827,3.17,0.707,339.8790575367024
CB328,2,CB377,2,3,44.684,107.376,6.0,62.692,339.8790575367024
CB328,2,CB377,2,4,3.782,4.353,4.16,0.571,339.8790575367024
CB328,1,CB377,1,4,15.27,91.903,6.5,76.633,339.8790575367024
CB328,1,CB377,1,5,150.01,193.328,3.8,43.318,339.8790575367024
CB328,2,CB377,1,6,2.737,53.979,4.74,51.242,339.8790575367024
CB328,1,CB377,1,7,6.629,68.945,3.17,62.316,339.8790575367024
CB328,1,CB381,2,2,4.896,29.951,6.29,25.055,927.4050581527978
CB328,1,CB381,2,3,27.495,29.593,8.82,2.098,927.4050581527978
CB328,1,CB381,2,3,120.724,127.314,8.13,6.59,927.4050581527978
CB328,2,CB381,2,4,20.788,21.752,4.41,0.964,927.4050581527978
CB328,2,CB381,1,4,35.617,38.136,4.02,2.519,927.4050581527978
CB328,1,CB381,2,4,83.754,85.294,3.34,1.54,927.4050581527978
CB328,1,CB381,2,5,150.01,152.591,3.16,2.581,927.4050581527978
CB328,1,CB381,2,5,171.434,179.49,3.4,8.056,927.4050581527978
CB328,1,CB381,2,6,42.947,45.209,4.56,2.262,927.4050581527978
CB328,1,CB381,1,7,26.356,27.401,3.04,1.045,927.4050581527978
CB328,1,CB382,1,4,23.862,24.387,4.2,0.525,1079.818171164854
CB328,1,CB383,1,1,22.222,22.305,3.02,0.083,1167.4885524056203
CB328,2,CB383,1,2,4.338,77.911,3.5,73.573,1167.4885524056203
CB328,1,CB383,2,3,94.014,95.178,4.64,1.164,1167.4885524056203
CB328,2,CB383,1,4,79.45,80.216,7.21,0.766,1167.4885524056203
CB328,1,CB383,2,5,175.387,176.29,3.99,0.903,1167.4885524056203
CB328,2,CB383,1,6,76.197,81.773,3.63,5.576,1167.4885524056203
CB328,1,CB383,2,7,29.767,29.975,3.34,0.208,1167.4885524056203
CB328,1,CB388,2,2,27.358,48.452,3.48,21.094,2503.3838381377905
CB328,1,CB388,1,4,26.379,81.357,3.1,54.978,2503.3838381377905
CB328,1,CB388,2,5,189.767,191.841,3.6,2.074,2503.3838381377905
CB328,1,CB391,2,7,29.767,29.953,3.19,0.186,3416.665703113096
CB328,1,CB391,2,7,96.779,97.101,4.12,0.322,3416.665703113096
CB328,1,CB399,2,2,24.402,27.267,3.73,2.865,3738.06160995675
CB328,2,CB401,1,7,9.561,10.27,3.32,0.709,3649.923447506332
CB328,1,CB407,1,6,35.436,35.955,3.77,0.519,3299.19456256152
CB328,1,CB407,1,7,8.1,9.395,4.54,1.295,3299.19456256152
CB328,2,CB407,1,7,14.357,14.709,3.4,0.352,3299.19456256152
CB328,2,CB412,2,1,10.129,11.094,3.08,0.965,2488.298065252816
CB328,2,CB412,2,4,27.075,27.125,3.78,0.05,2488.298065252816
CB328,2,CB412,2,7,9.653,9.869,3.31,0.216,2488.298065252816
CB328,1,CB414,2,4,27.075,27.125,3.47,0.05,2241.384720387329
CB328,1,CB416,1,3,102.3,103.142,3.36,0.842,2109.9037769556603
CB328,2,CB416,2,5,32.371,35.982,4.51,3.611,2109.9037769556603
CB328,1,CB417,2,4,27.075,27.125,3.37,0.05,2053.0462950768097
CB328,1,CB418,2,1,22.235,22.377,5.38,0.142,1948.9438504459201
CB328,2,CB418,2,2,4.163,23.122,4.71,18.959,1948.9438504459201
CB328,2,CB418,1,2,49.592,49.716,3.23,0.124,1948.9438504459201
CB328,2,CB418,1,5,33.247,38.609,9.32,5.362,1948.9438504459201
CB328,2,CB418,2,6,32.993,33.293,3.17,0.3,1948.9438504459201
CB328,2,CB418,2,7,0.356,18.342,3.44,17.986,1948.9438504459201
CB328,1,CB475,2,1,37.051,37.741,3.18,0.69,6981.142025084654
CB328,1,CB475,2,5,78.442,78.937,4.45,0.495,6981.142025084654
CB328,1,CB478,1,3,49.363,53.444,9.49,4.081,6939.665818631906
CB328,1,CB478,1,5,64.161,64.678,3.13,0.517,6939.665818631906
CB328,2,CB478,1,5,83.067,85.407,3.31,2.34,6939.665818631906
CB328,1,CB478,1,5,126.449,130.222,6.13,3.773,6939.665818631906
CB328,1,CB478,1,6,27.564,27.68,5.4,0.116,6939.665818631906
CB328,1,CB478,1,6,37.375,37.523,3.9,0.148,6939.665818631906
CB328,1,CB479,1,1,45.24,45.389,3.17,0.149,6613.406296832666
CB328,2,CB480,2,3,49.363,50.835,6.84,1.472,6891.469900074869
CB329,2,CB333,2,1,7.843,30.506,4.6,22.663,140.34078490042646
CB329,2,CB333,2,2,48.346,49.703,5.68,1.357,140.34078490042646
CB329,1,CB333,1,3,105.76,110.795,8.36,5.035,140.34078490042646
CB329,2,CB333,2,4,34.056,34.643,3.08,0.587,140.34078490042646
CB329,2,CB333,2,5,191.125,195.219,6.28,4.094,140.34078490042646
CB329,2,CB333,2,6,26.438,26.724,3.97,0.286,140.34078490042646
CB329,1,CB335,1,1,3.518,17.452,4.37,13.934,173.62868704476628
CB329,1,CB335,1,2,23.656,25.586,5.41,1.93,173.62868704476628
CB329,1,CB335,1,2,42.733,68.772,4.14,26.039,173.62868704476628
CB329,2,CB335,2,2,100.31,109.832,6.95,9.522,173.62868704476628
CB329,1,CB335,2,3,73.704,84.083,3.06,10.379,173.62868704476628
CB329,2,CB335,1,3,116.28,160.019,4.08,43.739,173.62868704476628
CB329,1,CB335,1,4,16.238,107.001,8.07,90.763,173.62868704476628
CB329,2,CB335,2,5,68.051,69.055,3.35,1.004,173.62868704476628
CB329,1,CB335,1,5,86.205,86.428,3.04,0.223,173.62868704476628
CB329,1,CB335,2,5,160.236,184.244,11.4,24.008,173.62868704476628
CB329,2,CB335,2,6,8.699,46.201,4.08,37.502,173.62868704476628
CB329,1,CB335,1,6,78.985,79.243,3.43,0.258,173.62868704476628
CB329,2,CB335,2,7,3.639,4.354,6.02,0.715,173.62868704476628
CB329,2,CB335,2,7,24.952,41.656,14.46,16.704,173.62868704476628
CB329,1,CB335,1,7,53.239,55.898,17.48,2.659,173.62868704476628
CB329,2,CB336,2,1,7.912,7.962,3.04,0.05,223.50455837247097
CB329,2,CB336,1,1,12.922,14.532,3.38,1.61,223.50455837247097
CB329,2,CB336,2,1,18.294,18.531,3.92,0.237,223.50455837247097
CB329,2,CB336,2,2,12.337,60.298,3.58,47.961,223.50455837247097
CB329,1,CB336,1,3,28.072,29.491,10.21,1.419,223.50455837247097
CB329,2,CB336,2,4,18.273,18.424,4.33,0.151,223.50455837247097
CB329,2,CB336,2,4,23.985,25.32,14.26,1.335,223.50455837247097
CB329,2,CB336,2,4,28.045,30.036,6.35,1.991,223.50455837247097
CB329,2,CB336,1,4,46.397,81.663,7.1,35.266,223.50455837247097
CB329,2,CB336,2,5,0.871,197.242,11.49,196.371,223.50455837247097
CB329,2,CB336,2,6,13.658,16.696,12.91,3.038,223.50455837247097
CB329,1,CB336,1,6,42.835,45.209,3.93,2.374,223.50455837247097
CB329,2,CB336,2,7,11.167,12.884,4.64,1.717,223.50455837247097
CB329,2,CB336,2,7,25.382,25.685,5.09,0.303,223.50455837247097
CB329,1,CB336,1,7,68.688,73.996,6.1,5.308,223.50455837247097
CB329,1,CB337,1,1,16.919,17.428,3.74,0.509,452.82652871061043
CB329,1,CB337,2,3,99.958,100.278,3.69,0.32,452.82652871061043
CB329,1,CB337,2,4,19.881,35.642,3.04,15.761,452.82652871061043
CB329,2,CB337,2,5,174.663,176.554,3.47,1.891,452.82652871061043
CB329,1,CB337,2,7,8.376,12.351,3.21,3.975,452.82652871061043
CB329,2,CB337,1,7,21.801,30.375,3.3,8.574,452.82652871061043
CB329,1,CB337,2,7,50.0,50.68,4.8,0.68,452.82652871061043
CB329,1,CB337,2,7,67.02,68.951,5.09,1.931,452.82652871061043
CB329,1,CB338,1,1,7.912,7.962,4.09,0.05,466.4802425757887
CB329,1,CB338,1,2,6.436,19.557,4.46,13.121,466.4802425757887
CB329,1,CB338,2,2,56.772,57.999,8.6,1.227,466.4802425757887
CB329,1,CB338,1,3,12.769,13.107,3.19,0.338,466.4802425757887
CB329,1,CB338,1,3,98.109,98.273,7.24,0.164,466.4802425757887
CB329,1,CB338,1,4,16.295,48.865,3.35,32.57,466.4802425757887
CB329,1,CB338,1,5,85.908,86.205,8.03,0.297,466.4802425757887
CB329,2,CB338,1,5,151.532,183.371,3.17,31.839,466.4802425757887
CB329,1,CB338,1,6,2.774,49.052,4.9,46.278,466.4802425757887
CB329,2,CB338,2,6,78.569,78.954,3.07,0.385,466.4802425757887
CB329,1,CB338,2,7,8.134,30.018,5.52,21.884,466.4802425757887
CB329,2,CB339,1,1,7.657,7.709,6.89,0.052,560.626041052246
CB329,2,CB339,2,4,2.46,4.818,18.08,2.358,560.626041052246
CB329,2,CB339,1,4,26.208,27.005,3.07,0.797,560.626041052246
CB329,2,CB339,1,5,66.943,70.221,3.61,3.278,560.626041052246
CB329,1,CB339,2,5,76.417,76.775,4.41,0.358,560.626041052246
CB329,1,CB339,2,5,192.558,194.965,4.05,2.407,560.626041052246
CB329,1,CB339,2,6,9.98,26.875,8.25,16.895,560.626041052246
CB329,2,CB339,1,7,5.583,6.461,3.08,0.878,560.626041052246
CB329,2,CB340,1,1,7.875,7.925,5.32,0.05,755.7404737146718
CB329,2,CB340,1,1,45.735,46.286,3.73,0.551,755.7404737146718
CB329,2,CB340,1,3,99.414,100.283,6.22,0.869,755.7404737146718
CB329,2,CB340,1,6,42.835,44.852,3.25,2.017,755.7404737146718
CB329,1,CB341,2,1,7.699,7.749,3.35,0.05,771.1295591736344
CB329,1,CB341,2,2,47.84,57.987,3.18,10.147,771.1295591736344
CB329,1,CB341,2,3,26.891,27.33,8.63,0.439,771.1295591736344
CB329,1,CB341,2,3,79.289,110.566,5.1,31.277,771.1295591736344
CB329,1,CB341,2,5,67.784,84.791,3.14,17.007,771.1295591736344
CB329,1,CB341,2,6,26.525,26.928,3.73,0.403,771.1295591736344
CB329,1,CB342,2,1,16.919,17.428,3.69,0.509,717.1148343701275
CB329,1,CB342,1,1,22.259,22.484,5.26,0.225,717.1148343701275
CB329,2,CB342,2,2,32.424,35.04,7.58,2.616,717.1148343701275
CB329,1,CB342,2,3,58.247,91.167,6.07,32.92,717.1148343701275
CB329,1,CB342,2,5,198.291,200.142,7.26,1.851,717.1148343701275
CB329,1,CB342,1,6,37.315,37.402,3.11,0.087,717.1148343701275
CB329,2,CB342,2,7,17.259,22.146,4.96,4.887,717.1148343701275
CB329,2,CB345,2,3,69.29,114.26,4.67,44.97,992.5220776180201
CB329,2,CB345,2,4,19.859,20.036,3.14,0.177,992.5220776180201
CB329,2,CB345,2,6,78.569,78.954,3.07,0.385,992.5220776180201
CB329,2,CB345,2,7,64.631,66.345,5.01,1.714,992.5220776180201
CB329,2,CB347,2,2,7.943,9.594,3.08,1.651,886.596750369561
CB329,2,CB347,2,3,186.095,186.492,4.26,0.397,886.596750369561
CB329,1,CB347,2,7,26.495,26.669,3.56,0.174,886.596750369561
CB329,2,CB350,2,1,13.001,13.56,3.07,0.559,818.4480857713893
CB329,2,CB350,2,5,77.261,79.795,3.11,2.534,818.4480857713893
CB329,1,CB351,2,2,32.324,42.36,3.3,10.036,760.5593310712404
CB329,1,CB351,2,6,36.068,36.335,4.68,0.267,760.5593310712404
CB329,1,CB352,2,1,12.629,21.771,3.22,9.142,721.2278194846859
CB329,1,CB352,1,2,49.629,49.703,3.49,0.074,721.2278194846859
CB329,2,CB352,2,2,57.595,57.987,6.21,0.392,721.2278194846859
CB329,2,CB352,1,3,13.181,14.46,3.56,1.279,721.2278194846859
CB329,1,CB352,2,3,111.344,146.825,4.74,35.481,721.2278194846859
CB329,2,CB352,2,5,2.117,182.323,6.39,180.206,721.2278194846859
CB329,2,CB352,2,6,46.165,47.939,4.76,1.774,721.2278194846859
CB329,1,CB353,1,1,12.629,18.216,3.09,5.587,660.2103129079843
CB329,2,CB353,2,2,6.381,7.139,4.31,0.758,660.2103129079843
CB329,1,CB353,2,3,109.649,110.795,3.83,1.146,660.2103129079843
CB329,1,CB353,2,5,180.628,182.072,7.57,1.444,660.2103129079843
CB329,1,CB353,2,6,45.224,46.126,3.09,0.902,660.2103129079843
CB329,2,CB353,2,7,9.653,46.348,3.4,36.695,660.2103129079843
CB329,2,CB355,2,1,20.319,20.683,3.68,0.364,965.0935833542007
CB329,1,CB355,2,5,49.223,167.848,3.79,118.625,965.0935833542007
CB329,1,CB355,1,6,55.059,56.183,8.29,1.124,965.0935833542007
